reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,notes,standard_value,date
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,68.3,value in thousands,,68.3,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,3.1,value in thousands,,3.1,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,60.4,value in thousands,,60.4,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,32.3,value in thousands,,32.3,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.4,value in thousands,,2.4,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.8,value in thousands,,2.8,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.0,value in millions,,1.0,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,225.5,value in thousands,,225.5,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,727.2,value in thousands,,727.2,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.4,value in percentage,,96.4,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,87.7,value in percentage,,87.7,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.6,value in percentage,,98.6,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.0,value in percentage,,98.0,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,87.7,value in percentage,,87.7,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.4,value in percentage,,99.4,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,65.9,value in percentage,,65.9,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,95.5,value in percentage,,95.5,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,98.2,value in percentage,,98.2,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.6,value in percentage,,99.6,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,98.3,value in percentage,,98.3,2022-11-01
2022,November,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.4,value in percentage,,99.4,2022-11-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,691.5,value in thousands,,691.5,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,548.1,value in thousands,,548.1,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,51.5,value in thousands,,51.5,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,8.6,value in millions,,8.6,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,8.3,value in thousands,,8.3,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,43.0,value in thousands,,43.0,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,28.0,value in thousands,,28.0,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.8,value in thousands,,2.8,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.3,value in thousands,,2.3,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.2,value in millions,,1.2,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,203.0,value in thousands,,203.0,2022-12-01
2022,December,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,658.8,value in thousands,,658.8,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.9,value in percentage,,96.9,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,94.5,value in percentage,,94.5,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.4,value in percentage,,98.4,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,100.0,value in percentage,,100.0,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,93.8,value in percentage,,93.8,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.2,value in percentage,,99.2,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,80.4,value in percentage,,80.4,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.5,value in percentage,,97.5,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.2,value in percentage,,99.2,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,98.8,value in percentage,,98.8,2022-12-01
2022,December,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.4,value in percentage,,99.4,2022-12-01
2022,January,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,2859.0,value in absolute number,,2859.0,2022-01-01
2022,January,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,2758.0,value in absolute number,,2758.0,2022-01-01
2022,January,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,101.0,value in absolute number,,101.0,2022-01-01
2022,February,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,2245.0,value in absolute number,,2245.0,2022-02-01
2022,February,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,686.0,value in absolute number,,686.0,2022-02-01
2022,February,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,1559.0,value in absolute number,,1559.0,2022-02-01
2022,March,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,4943.0,value in absolute number,,4943.0,2022-03-01
2022,March,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,1427.0,value in absolute number,,1427.0,2022-03-01
2022,March,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3516.0,value in absolute number,,3516.0,2022-03-01
2022,April,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,5405.0,value in absolute number,,5405.0,2022-04-01
2022,April,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,1413.0,value in absolute number,,1413.0,2022-04-01
2022,April,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3992.0,value in absolute number,,3992.0,2022-04-01
2022,May,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,5349.0,value in absolute number,,5349.0,2022-05-01
2022,May,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,1814.0,value in absolute number,,1814.0,2022-05-01
2022,May,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3535.0,value in absolute number,,3535.0,2022-05-01
2022,June,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,2446.0,value in absolute number,,2446.0,2022-06-01
2022,June,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,1148.0,value in absolute number,,1148.0,2022-06-01
2022,June,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,1298.0,value in absolute number,,1298.0,2022-06-01
2022,July,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,14930.0,value in absolute number,,14930.0,2022-07-01
2022,July,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,13342.0,value in absolute number,,13342.0,2022-07-01
2022,July,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,1588.0,value in absolute number,,1588.0,2022-07-01
2022,August,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,16112.0,value in absolute number,,16112.0,2022-08-01
2022,August,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,12995.0,value in absolute number,,12995.0,2022-08-01
2022,August,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3117.0,value in absolute number,,3117.0,2022-08-01
2022,September,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,14897.0,value in absolute number,,14897.0,2022-09-01
2022,September,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,11710.0,value in absolute number,,11710.0,2022-09-01
2022,September,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3187.0,value in absolute number,,3187.0,2022-09-01
2022,October,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,27073.0,value in absolute number,,27073.0,2022-10-01
2022,October,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,23598.0,value in absolute number,,23598.0,2022-10-01
2022,October,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,3457.0,value in absolute number,,3457.0,2022-10-01
2022,November,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,27175.0,value in absolute number,,27175.0,2022-11-01
2022,November,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,23123.0,value in absolute number,,23123.0,2022-11-01
2022,November,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,4052.0,value in absolute number,,4052.0,2022-11-01
2022,December,Koo,Highlighted in proactive moderation,Content Actioned,Proactive,Proactive Content Moderation,29801.0,value in absolute number,,29801.0,2022-12-01
2022,December,Koo,Other action,Content Actioned,Proactive,Proactive Content Moderation,10463.0,value in absolute number,,10463.0,2022-12-01
2022,December,Koo,Removed,Content Removed,Proactive,Proactive Content Moderation,19338.0,value in absolute number,,19338.0,2022-12-01
2022,January,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,5.0,value in absolute number,,5.0,2022-01-01
2022,January,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,1908.0,value in absolute number,,1908.0,2022-01-01
2022,January,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,8745.0,value in absolute number,,8745.0,2022-01-01
2022,February,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,3.0,value in absolute number,,3.0,2022-02-01
2022,February,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,1252.0,value in absolute number,,1252.0,2022-02-01
2022,February,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,7985.0,value in absolute number,,7985.0,2022-02-01
2022,March,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-03-01
2022,March,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,342.0,value in absolute number,,342.0,2022-03-01
2022,March,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,1822.0,value in absolute number,,1822.0,2022-03-01
2022,April,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-04-01
2022,April,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,427.0,value in absolute number,,427.0,2022-04-01
2022,April,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,1491.0,value in absolute number,,1491.0,2022-04-01
2022,May,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-05-01
2022,May,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,563.0,value in absolute number,,563.0,2022-05-01
2022,May,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,1350.0,value in absolute number,,1350.0,2022-05-01
2022,June,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-06-01
2022,June,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,2128.0,value in absolute number,,2128.0,2022-06-01
2022,June,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,4450.0,value in absolute number,,4450.0,2022-06-01
2022,July,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-07-01
2022,July,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,2792.0,value in absolute number,,2792.0,2022-07-01
2022,July,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,7262.0,value in absolute number,,7262.0,2022-07-01
2022,August,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,1.0,value in absolute number,,1.0,2022-08-01
2022,August,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,3392.0,value in absolute number,,3392.0,2022-08-01
2022,August,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,5930.0,value in absolute number,,5930.0,2022-08-01
2022,September,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-09-01
2022,September,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,2277.0,value in absolute number,,2277.0,2022-09-01
2022,September,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,2522.0,value in absolute number,,2522.0,2022-09-01
2022,October,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-10-01
2022,October,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,1089.0,value in absolute number,,1089.0,2022-10-01
2022,October,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,2164.0,value in absolute number,,2164.0,2022-10-01
2022,November,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-11-01
2022,November,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,1374.0,value in absolute number,,1374.0,2022-11-01
2022,November,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,2238.0,value in absolute number,,2238.0,2022-11-01
2022,December,Koo,Blocked,Account Banned,Proactive,Proactive Spam Moderation,0.0,value in absolute number,,0.0,2022-12-01
2022,December,Koo,Other action,Content Actioned,Proactive,Proactive Spam Moderation,1563.0,value in absolute number,,1563.0,2022-12-01
2022,December,Koo,Reported spam,Content Actioned,Unknown,Proactive Spam Moderation,4237.0,value in absolute number,,4237.0,2022-12-01
